species,Mus_caroli,Mus_musculus,Mus_spretus,Peromyscus_californicus,Peromyscus_gossypinus,Peromyscus_leucopus,Peromyscus_maniculatus,Peromyscus_polionotus
Mus_caroli,0.0,0.4855355446171278,0.7216082732756989,0.7843674104602869,0.8605005468342083,0.9607902284947727,0.825757334765097,0.6990918385627669
Mus_musculus,0.4855355446171278,0.0,0.2573775030851473,0.43188210890714784,0.5290551072015157,0.7387506206691513,0.42739383328392155,0.2333075637357983
Mus_spretus,0.7216082732756989,0.2573775030851473,0.0,0.48233404917489775,0.500484034097589,0.674022436092335,0.27832532970148005,0.1871227308449177
Peromyscus_californicus,0.7843674104602869,0.43188210890714784,0.48233404917489775,0.0,0.23227450472764521,0.41804200610004927,0.19406849994180275,0.35300847968295634
Peromyscus_gossypinus,0.8605005468342083,0.5290551072015157,0.500484034097589,0.23227450472764521,0.0,0.0737128044784019,0.15135263836340895,0.44329921908718173
Peromyscus_leucopus,0.9607902284947727,0.7387506206691513,0.674022436092335,0.41804200610004927,0.0737128044784019,0.0,0.2817759250490801,0.6845814407342654
Peromyscus_maniculatus,0.825757334765097,0.42739383328392155,0.27832532970148005,0.19406849994180275,0.15135263836340895,0.2817759250490801,0.0,0.20617118096903608
Peromyscus_polionotus,0.6990918385627669,0.2333075637357983,0.1871227308449177,0.35300847968295634,0.44329921908718173,0.6845814407342654,0.20617118096903608,0.0
