species,moseq_cluster,log2_enrichment_vs_arm_expected,standardized_residual,q_value,soft_frames,expected_soft_frames,moseq_label,aligned_arm,omnibus_chi2,omnibus_p_value,omnibus_dof
Mus_musculus,10,0.43482274659551423,53.128702500543724,0.0,30838.82881594639,22814.091903775538,motionless_rear,2,5998318.107997304,0.0,357
Mus_musculus,11,-0.24666107836301007,-50.96559604114812,0.0,88642.98520242392,105171.18240627815,start_moving,2,5998318.107997304,0.0,357
Mus_musculus,12,0.3938299074913888,39.76253326698232,0.0,21085.529632577047,16048.331949776324,syllable_12,2,5998318.107997304,0.0,357
Mus_musculus,13,0.9891585462935796,258.81140647870365,0.0,137036.75039420088,69035.2113198766,take_a_step,2,5998318.107997304,0.0,357
Mus_musculus,14,0.2926714038817098,99.3486839261972,0.0,239014.2710265124,195128.6145855907,curve_spine,2,5998318.107997304,0.0,357
Mus_musculus,15,0.428008694711373,48.06962531448107,0.0,26061.675750654504,19371.305112659862,syllable_15,2,5998318.107997304,0.0,357
Mus_musculus,16,-2.1549255991918903,-114.3631174912404,0.0,4883.836987950627,21749.957039501838,brief_walk,2,5998318.107997304,0.0,357
Mus_musculus,17,-2.0507454060088497,-123.24743124404327,0.0,6370.12049656856,26392.682188153,slow_locomotion,2,5998318.107997304,0.0,357
Mus_musculus,18,0.2243257286150463,33.66733403299825,2.4857512144325113e-248,46787.8972617878,40050.20602298154,leave_rear_turn_right_2,2,5998318.107997304,0.0,357
Mus_musculus,19,0.9355556442410987,189.10836260847861,0.0,82123.04258612041,42937.29883432056,high_rear,2,5998318.107997304,0.0,357
Mus_musculus,20,-0.5435724774081542,-37.838202558846206,0.0,9966.978412375212,14527.642301210873,enter_wall_rear,2,5998318.107997304,0.0,357
Mus_musculus,21,0.24429493151939824,33.54606471011142,1.4588073106465952e-246,39153.07234665459,33054.13105668543,leave_rear_turn_left_2,2,5998318.107997304,0.0,357
Mus_musculus,22,0.057101389694050514,7.737960263386679,1.1059514233869628e-14,38216.59745110243,36733.5402959596,stopping,2,5998318.107997304,0.0,357
Mus_musculus,23,-0.2505190935915823,-64.0845561630496,0.0,135857.36016987814,161620.6813349368,scrunch_idle,2,5998318.107997304,0.0,357
Mus_musculus,24,-0.5110742697334465,-34.210986559844365,2.3811811778874273e-256,9229.437726790586,13152.973013853505,end_and_enter_rear,2,5998318.107997304,0.0,357
Mus_musculus,25,0.5640137362138739,55.73696073242596,0.0,20069.286487414905,13575.22010822563,syllable_25,2,5998318.107997304,0.0,357
Mus_musculus,26,-1.2990315645521764,-253.78442300194308,0.0,74283.62303996434,182784.996052961,still_2,2,5998318.107997304,0.0,357
Mus_musculus,27,-1.1635994512514305,-88.85779274066161,0.0,11500.49335489752,25762.903639562188,stop_rear_start_walking,2,5998318.107997304,0.0,357
Mus_musculus,28,1.0199818082667205,272.96997535198057,0.0,143014.05969758256,70523.46070146108,mid_rear_2,2,5998318.107997304,0.0,357
Mus_musculus,29,-0.2526826265981749,-25.555670770468613,6.154400237129682e-144,21235.522746536695,25300.43605294273,mid_rear_3,2,5998318.107997304,0.0,357
Mus_musculus,30,0.1876548640857038,16.453552290974514,9.294235939251425e-61,15978.519999561857,14029.64906046859,syllable_30,2,5998318.107997304,0.0,357
Mus_musculus,31,-0.4625324742817682,-87.45197740130634,0.0,73771.24376513722,101653.71488597295,groom_1,2,5998318.107997304,0.0,357
Mus_musculus,32,1.390905228846874,378.76048652746266,0.0,142922.51536578868,54499.994187380726,slow_locomotion_2,2,5998318.107997304,0.0,357
Mus_musculus,33,-1.2399687961193435,-61.22140262218463,0.0,4772.677370612997,11272.750080513899,jump_1,2,5998318.107997304,0.0,357
Mus_musculus,34,0.9613075659084589,167.01504742279934,0.0,60551.64863266521,31098.794870589234,very_slow_locomotion,2,5998318.107997304,0.0,357
Mus_musculus,35,-1.2227706463670442,-251.70393923792415,0.0,83098.79637913003,193948.03139143603,groom_2,2,5998318.107997304,0.0,357
Mus_musculus,36,-1.3783879357382776,-208.8555033320818,0.0,44310.740559536265,115198.04868192942,groom_3,2,5998318.107997304,0.0,357
