species,Mus_caroli,Mus_musculus,Mus_spretus,Peromyscus_californicus,Peromyscus_gossypinus,Peromyscus_leucopus,Peromyscus_maniculatus,Peromyscus_polionotus
Mus_caroli,0.0,0.4561075749652873,0.6597121585361697,0.6470332858620105,0.6996601112612775,0.7030386082726081,0.596260566610509,0.5084040299994173
Mus_musculus,0.4561075749652873,0.0,0.2705356147866943,0.3717180176963951,0.39313189020495243,0.540420909318142,0.32031836932212987,0.15557395264109064
Mus_spretus,0.6597121585361697,0.2705356147866943,0.0,0.6571630955048942,0.539273517523275,0.5736359160065146,0.4605857670131126,0.3249298102665694
Peromyscus_californicus,0.6470332858620105,0.3717180176963951,0.6571630955048942,0.0,0.2680709823255156,0.6044451531692442,0.3870996431628039,0.43781973828677523
Peromyscus_gossypinus,0.6996601112612775,0.39313189020495243,0.539273517523275,0.2680709823255156,0.0,0.24746257469344224,0.21919398883853125,0.27644549656374295
Peromyscus_leucopus,0.7030386082726081,0.540420909318142,0.5736359160065146,0.6044451531692442,0.24746257469344224,0.0,0.280094881677711,0.3392651247788856
Peromyscus_maniculatus,0.596260566610509,0.32031836932212987,0.4605857670131126,0.3870996431628039,0.21919398883853125,0.280094881677711,0.0,0.11469352823761991
Peromyscus_polionotus,0.5084040299994173,0.15557395264109064,0.3249298102665694,0.43781973828677523,0.27644549656374295,0.3392651247788856,0.11469352823761991,0.0
