cluster,x,y,embedding_method
762,2.4452462,7.9323564,UMAP
763,5.8479786,8.423823,UMAP
764,4.21207,3.7845364,UMAP
765,3.4265838,1.9285735,UMAP
766,1.9892135,3.585878,UMAP
767,2.5355873,7.0209594,UMAP
768,4.080557,8.517748,UMAP
769,3.366755,6.676996,UMAP
770,6.583411,7.3760433,UMAP
771,5.0313964,8.510465,UMAP
772,5.2041116,3.2270105,UMAP
773,5.0580754,8.754134,UMAP
774,1.1711847,6.5841084,UMAP
775,-0.15781717,5.452158,UMAP
776,3.3485718,2.2916985,UMAP
777,6.145432,8.444312,UMAP
778,1.6738685,6.7259426,UMAP
779,3.6596637,3.3152275,UMAP
780,1.1235149,5.1919265,UMAP
781,4.193738,6.9438434,UMAP
782,3.5761642,3.044343,UMAP
783,1.8329769,7.104324,UMAP
784,3.1110935,2.9696488,UMAP
785,-0.28153092,5.8371997,UMAP
786,1.5760701,5.706232,UMAP
787,3.3546596,5.4770327,UMAP
788,5.0049005,8.9776745,UMAP
789,0.8924417,5.9617386,UMAP
790,3.9886172,2.9766889,UMAP
791,4.961381,5.8816266,UMAP
792,3.3461297,2.4264572,UMAP
793,4.623363,7.747099,UMAP
794,5.796221,6.991448,UMAP
795,2.6404688,3.42327,UMAP
796,4.429799,3.3202717,UMAP
797,3.5725417,2.314201,UMAP
798,0.06897618,5.790928,UMAP
799,5.082456,6.779282,UMAP
800,3.4802604,2.9009964,UMAP
801,4.111109,2.197599,UMAP
802,5.8148675,7.0111227,UMAP
803,4.9450154,3.4273813,UMAP
804,4.073845,2.3533618,UMAP
805,1.5651523,4.468776,UMAP
806,3.1644087,4.7631903,UMAP
807,5.812173,8.288118,UMAP
808,5.115827,3.422352,UMAP
809,4.248305,2.3686318,UMAP
810,3.3443365,8.203489,UMAP
811,2.3044345,3.9853663,UMAP
812,1.7228397,5.3590226,UMAP
813,4.477959,7.0084386,UMAP
814,5.8022656,4.210508,UMAP
815,4.094125,5.72433,UMAP
816,0.28096622,5.9986863,UMAP
817,2.6496153,7.9095964,UMAP
818,5.916221,4.481971,UMAP
819,4.5092196,6.918593,UMAP
820,4.993783,5.3404856,UMAP
821,3.1172156,7.6581006,UMAP
822,3.0114918,4.3424315,UMAP
823,5.446315,4.6880956,UMAP
824,4.1469407,8.712664,UMAP
825,-0.29897076,5.8115044,UMAP
826,2.2300503,7.3959317,UMAP
827,1.7654427,5.6863737,UMAP
828,5.9415026,7.0197496,UMAP
829,5.1380053,6.062102,UMAP
830,5.888433,6.156603,UMAP
831,3.0310795,8.635698,UMAP
832,6.3839493,7.626202,UMAP
833,3.9382565,3.1523395,UMAP
834,4.779521,6.0294456,UMAP
835,-0.72048277,6.3935456,UMAP
836,3.304781,8.840609,UMAP
837,5.134024,7.813282,UMAP
838,1.2781348,5.9572086,UMAP
839,6.5559587,7.2850876,UMAP
840,5.691907,6.164841,UMAP
841,1.8160549,6.9619775,UMAP
842,4.983511,2.6902077,UMAP
843,5.91361,7.0272717,UMAP
844,-0.83940834,6.291901,UMAP
845,4.394726,2.0238707,UMAP
846,4.484732,7.805763,UMAP
847,2.790865,5.9440613,UMAP
848,1.3330734,4.3101745,UMAP
849,5.1537776,8.160922,UMAP
850,0.62698543,6.544089,UMAP
851,1.8540043,5.5577993,UMAP
852,3.871837,4.9247947,UMAP
853,2.8068244,8.009905,UMAP
854,4.895455,5.125987,UMAP
855,4.6603327,7.700964,UMAP
856,2.7193234,5.7177963,UMAP
857,2.7833514,2.459806,UMAP
858,3.7198172,3.9739347,UMAP
859,1.8200088,4.43256,UMAP
860,3.2588053,2.1378508,UMAP
861,2.8302188,3.9033132,UMAP
862,5.670327,5.0954337,UMAP
863,3.342201,8.534641,UMAP
864,4.3508,7.2372875,UMAP
865,3.9687955,4.215305,UMAP
866,0.8740262,5.4876285,UMAP
867,2.1977832,7.269005,UMAP
868,5.5499597,7.6583757,UMAP
869,5.510044,3.4177926,UMAP
870,4.746397,5.7227335,UMAP
871,4.8882957,6.24941,UMAP
872,3.60645,6.8355503,UMAP
873,1.3155526,6.4802303,UMAP
874,-0.69427884,5.6375246,UMAP
875,2.3449821,7.1660576,UMAP
876,4.05694,6.03561,UMAP
877,3.7284966,8.994054,UMAP
878,2.6847181,5.881794,UMAP
879,3.894045,6.116493,UMAP
880,2.0021136,7.234191,UMAP
881,3.6296427,7.225146,UMAP
882,5.3298583,8.480354,UMAP
883,2.6311677,5.797582,UMAP
884,4.3658605,6.225754,UMAP
885,1.9159824,4.1251693,UMAP
886,4.1628757,2.7949839,UMAP
887,3.5988626,5.855047,UMAP
888,4.0138497,1.9442008,UMAP
889,0.88601124,5.3343034,UMAP
890,0.7585272,5.139703,UMAP
891,2.0318863,6.3862257,UMAP
892,6.196596,6.855021,UMAP
893,1.0834,4.850959,UMAP
894,6.29182,8.615583,UMAP
895,2.1448972,4.093105,UMAP
896,1.6242113,4.91597,UMAP
897,1.9817274,5.204488,UMAP
898,5.636231,4.6958866,UMAP
899,5.4628663,3.753086,UMAP
900,3.057639,1.9042969,UMAP
901,5.4811096,8.997981,UMAP
902,5.6061654,7.6145387,UMAP
903,4.4805756,2.2046208,UMAP
904,1.514094,5.357919,UMAP
905,5.8094106,5.028641,UMAP
906,4.5072794,4.65819,UMAP
907,1.5439245,4.3344164,UMAP
908,4.5702963,2.1951036,UMAP
909,4.772005,8.727189,UMAP
910,5.9456573,8.746602,UMAP
911,0.76099664,6.111782,UMAP
912,4.1113772,2.201143,UMAP
913,5.708474,4.569028,UMAP
914,5.87383,4.612147,UMAP
915,1.041329,5.5941896,UMAP
916,5.740102,6.940774,UMAP
917,6.1366863,8.462282,UMAP
918,1.9412562,5.2001076,UMAP
919,1.8649361,5.4130144,UMAP
920,0.30513033,5.9437194,UMAP
921,3.2242103,2.1301866,UMAP
922,5.1472387,5.878545,UMAP
923,3.6893158,7.6121483,UMAP
924,0.9630013,5.7584205,UMAP
925,5.492105,4.176033,UMAP
926,2.4951234,7.3950047,UMAP
927,2.7668586,8.042812,UMAP
928,6.112788,8.674414,UMAP
929,1.7403941,6.138911,UMAP
930,4.3363857,7.008851,UMAP
931,0.8879162,4.7510033,UMAP
932,1.5326464,6.256912,UMAP
933,3.050578,2.0558248,UMAP
934,4.6512284,3.9324818,UMAP
935,3.8997412,5.592193,UMAP
936,3.766508,3.2343159,UMAP
937,5.1868553,9.02176,UMAP
938,2.6414993,5.844078,UMAP
939,0.44585353,5.1114182,UMAP
940,6.0064993,4.718476,UMAP
941,4.696061,5.3380847,UMAP
942,3.9186296,3.6486423,UMAP
943,1.3205845,5.6656427,UMAP
944,3.0926871,2.26676,UMAP
945,2.6389587,2.2954426,UMAP
946,3.1145499,4.6702538,UMAP
947,3.2644603,3.4895175,UMAP
948,3.996321,8.967581,UMAP
949,1.557633,4.3132005,UMAP
950,1.7712369,6.807514,UMAP
951,4.3599505,3.5167851,UMAP
952,3.7605953,6.7008257,UMAP
953,0.76008517,5.110321,UMAP
954,5.02915,4.92598,UMAP
955,3.894065,2.7302415,UMAP
956,2.4479375,7.2201886,UMAP
957,1.927197,5.455483,UMAP
958,5.408664,3.5259986,UMAP
959,2.9617026,2.5451646,UMAP
960,-0.57598877,6.125478,UMAP
961,5.3885293,4.8307357,UMAP
962,5.9311647,3.9500897,UMAP
963,5.4964395,6.898595,UMAP
964,2.1769197,5.720151,UMAP
965,5.3244166,7.1850348,UMAP
966,4.353379,7.7574596,UMAP
967,0.49184012,5.1422944,UMAP
968,4.2635264,9.188018,UMAP
969,-0.061383262,6.3190274,UMAP
970,3.3947473,2.5335543,UMAP
971,4.544983,4.6509156,UMAP
972,5.460865,3.7212696,UMAP
973,2.4928796,7.1063724,UMAP
974,1.7441877,5.9376583,UMAP
975,1.295784,5.917662,UMAP
976,4.4547477,6.9841895,UMAP
977,3.1733408,6.9335685,UMAP
978,1.2544723,6.1119547,UMAP
979,4.359485,2.325278,UMAP
980,5.8563232,8.373874,UMAP
981,6.3182716,7.1223073,UMAP
982,3.190218,8.472823,UMAP
983,5.0072594,4.8811765,UMAP
984,5.00839,5.098431,UMAP
985,3.485673,3.6249895,UMAP
986,4.65748,7.523085,UMAP
987,6.1303926,8.531441,UMAP
988,2.1319985,6.5062966,UMAP
989,5.4570518,3.8266103,UMAP
990,5.0119486,5.1912236,UMAP
991,4.7737474,3.2690723,UMAP
992,4.463068,4.4568424,UMAP
993,2.9784188,8.260727,UMAP
994,5.677645,5.416993,UMAP
995,4.4300985,7.40563,UMAP
996,2.5382228,3.0350904,UMAP
997,2.625963,5.367348,UMAP
998,3.3731227,5.082807,UMAP
999,2.8284848,7.51596,UMAP
