species,ranking,support_cutoff,n_retained_clusters,nn_absorption_sigma,nn_absorption_n_neighbors,status,n_macro_clusters,n_absorbed_clusters,supported_occupancy_fraction,transition_entropy_bits,transition_entropy_weighting,mean_transition_entropy_bits,entropy_delta_from_full_n_bits,entropy_delta_from_previous_n_bits,pi_effective_clusters,max_leading_eigen_delta_from_full_n,max_leading_eigen_delta_from_previous_n,lambda_2_abs,lambda_2_real,lambda_2_imag,lambda_3_abs,lambda_3_real,lambda_3_imag,lambda_4_abs,lambda_4_real,lambda_4_imag,lambda_5_abs,lambda_5_real,lambda_5_imag,lambda_6_abs,lambda_6_real,lambda_6_imag
Mus_musculus,occupancy_descending,675,675,2.0,3,ok,675,325,0.923251593054657,7.641248376411826,empirical_macro_occupancy,7.752328459309112,-0.12413560060501627,-0.023796569968818737,572.34729875891,0.0630978779018605,0.0073936890086612195,0.8731825879528511,0.8731825879528511,0.0,0.732411109409027,0.732411109409027,0.0,0.7061654489272694,0.7061654489272694,0.0,0.6502116948951174,0.6502116948951174,0.0,0.555457291597022,0.555457291597022,0.0
Mus_musculus,occupancy_descending,650,650,2.0,3,ok,650,350,0.908979316906354,7.617361285067276,empirical_macro_occupancy,7.7205132744820615,-0.1480226919495662,-0.023887091344549916,558.9852386129439,0.06235278159832647,0.001180915943156835,0.8726842316052111,0.8726842316052111,0.0,0.7319257257796545,0.7319257257796545,0.0,0.7049845329841126,0.7049845329841126,0.0,0.6509567911986515,0.6509567911986515,0.0,0.554898765743194,0.554898765743194,0.0
Mus_musculus,occupancy_descending,625,625,2.0,3,ok,625,375,0.8930116174668679,7.591630762522522,empirical_macro_occupancy,7.694257149346401,-0.17375321449432057,-0.025730522544754386,542.3672184392519,0.06271770535957322,0.006396067782870718,0.8722912421424281,0.8722912421424281,0.0,0.7255296579967838,0.7255296579967838,0.0,0.701604025354762,0.701604025354762,0.0,0.6505918674374047,0.6505918674374047,0.0,0.5502059405624199,0.5502059405624199,0.0
Mus_musculus,occupancy_descending,600,600,2.0,3,ok,600,400,0.875304321769695,7.559899357849288,empirical_macro_occupancy,7.6650883115134665,-0.20548461916755478,-0.03173140467323421,524.7358487044896,0.11658578559503319,0.05386808023545997,0.8714184460810956,0.8714184460810956,0.0,0.7237382481142233,0.7237382481142233,0.0,0.6999775612000554,0.6999775612000554,0.0,0.5967237872019447,0.5967237872019447,0.0,0.5480559782975409,0.5480559782975409,0.0
Mus_musculus,occupancy_descending,575,575,2.0,3,ok,575,425,0.8562629978195954,7.526742818494387,empirical_macro_occupancy,7.6183351873089755,-0.23864115852245504,-0.03315653935490026,507.95035291244864,0.16640932399025976,0.049823538395226574,0.8708330768912913,0.8708330768912913,0.0,0.722031376764304,0.722031376764304,0.0,0.6983992122550494,0.6983992122550494,0.0,0.5469002488067182,0.5469002488067182,0.0,0.5226205073170663,0.5226205073170663,0.0
Mus_musculus,occupancy_descending,550,550,2.0,3,ok,550,450,0.8362879777021209,7.4870064415055175,empirical_macro_occupancy,7.580517717103787,-0.27837753551132494,-0.03973637698886989,488.0523020924251,0.16780141919806646,0.0017342346195741154,0.8703469926511226,0.8703469926511226,0.0,0.720764098840366,0.720764098840366,0.0,0.6966649776354753,0.6966649776354753,0.0,0.5455081535989115,0.5455081535989115,0.0,0.520048579794509,0.520048579794509,0.0
Mus_musculus,occupancy_descending,525,525,2.0,3,ok,525,475,0.8156154375235544,7.441342005619597,empirical_macro_occupancy,7.522333110995628,-0.32404197139724555,-0.04566443588592062,464.0643754280197,0.16840916328193933,0.0017582914523762705,0.8695340967461228,0.8695340967461228,0.0,0.7198560659145322,0.7198560659145322,0.0,0.694906686183099,0.694906686183099,0.0,0.5449004095150386,0.5449004095150386,0.0,0.5141750158510754,0.5141750158510754,0.0
Mus_musculus,occupancy_descending,500,500,2.0,3,ok,500,500,0.7939390818408689,7.391307467921138,empirical_macro_occupancy,7.46488264083586,-0.3740765090957048,-0.050034537698459225,439.55864485813265,0.16888017822969092,0.0018469827402236572,0.8691862265306408,0.8691862265306408,0.0,0.7191143000195462,0.7191143000195462,0.0,0.6930597034428754,0.6930597034428754,0.0,0.544429394567287,0.544429394567287,0.0,0.5047516888867002,0.5047069666099151,0.006719024437686683
Mus_musculus,occupancy_descending,475,475,2.0,3,ok,475,525,0.7709217361151294,7.340504505117936,empirical_macro_occupancy,7.427450243292571,-0.4248794718989064,-0.05080296280320162,411.49004348238185,0.198845553356362,0.02996537512667108,0.867208099740626,0.867208099740626,0.0,0.6995030377585719,0.6995030377585719,0.0,0.6752650387515166,0.6752650387515166,0.0,0.5144640194406159,0.5144640194406159,0.0,0.49913394811652667,0.49913394811652667,0.0
Mus_musculus,occupancy_descending,450,450,2.0,3,ok,450,550,0.7463928889640187,7.284357864758684,empirical_macro_occupancy,7.359847583226589,-0.4810261122581583,-0.056146640359251876,387.07166592937375,0.1998109649137647,0.0016912500546578668,0.8667129542565871,0.8667129542565871,0.0,0.697811787703914,0.697811787703914,0.0,0.6749275907751822,0.6749275907751822,0.0,0.5134986078832132,0.5134986078832132,0.0,0.495970857583563,0.495970857583563,0.0
Mus_musculus,occupancy_descending,425,425,2.0,3,ok,425,575,0.7207599858599862,7.226132710100748,empirical_macro_occupancy,7.3088728973818275,-0.5392512669160947,-0.05822515465793643,362.0180686190496,0.2030613893016593,0.0057713552411705615,0.8647134870695242,0.8647134870695242,0.0,0.6931217407068319,0.6931217407068319,0.0,0.6691562355340116,0.6691562355340116,0.0,0.5102481834953186,0.5102481834953186,0.0,0.4928597868730478,0.4928597868730478,0.0
Mus_musculus,occupancy_descending,400,400,2.0,3,ok,400,600,0.6938295893245835,7.1602361611720955,empirical_macro_occupancy,7.239265871496493,-0.605147815844747,-0.06589654892865227,335.6605217508155,0.20816987346834503,0.00708612021645183,0.8637840053543901,0.8637840053543901,0.0,0.6885856776324505,0.6885856776324505,0.0,0.6620701153175598,0.6620701153175598,0.0,0.5051396993286329,0.5051396993286329,0.0,0.49045046005666476,0.49045046005666476,0.0
Mus_musculus,occupancy_descending,375,375,2.0,3,ok,375,625,0.6653356353652689,7.094723316195135,empirical_macro_occupancy,7.190907519519429,-0.6706606608217074,-0.06551284497696042,310.3469255293491,0.21337867752651718,0.0070297651931851,0.862079891416899,0.862079891416899,0.0,0.682869212027935,0.682869212027935,0.0,0.6550403501243747,0.6550403501243747,0.0,0.49993089527046075,0.49993089527046075,0.0,0.4636956106304896,0.4636956106304896,0.0
Mus_musculus,occupancy_descending,350,350,2.0,3,ok,350,650,0.6355803029897006,7.016133791717443,empirical_macro_occupancy,7.1274277740531895,-0.7492501852993998,-0.07858952447769241,285.19241838228004,0.2197926994861658,0.00912128067308482,0.8602642769265563,0.8602642769265563,0.0,0.6779322953994239,0.6779322953994239,0.0,0.6459190694512899,0.6459190694512899,0.0,0.4935168733108121,0.4935168733108121,0.0,0.456141254753357,0.456141254753357,0.0
Mus_musculus,occupancy_descending,325,325,2.0,3,ok,325,675,0.6044894263935061,6.920677748262203,empirical_macro_occupancy,7.042515220038809,-0.8447062287546396,-0.09545604345523984,255.26619474612625,0.2224462499392615,0.0036300008075234036,0.8573248449184117,0.8573248449184117,0.0,0.6743022945919005,0.6743022945919005,0.0,0.6442915388800421,0.6442915388800421,0.0,0.49086332285771644,0.49086332285771644,0.0,0.44598901979780453,0.44598901979780453,0.0
Mus_musculus,occupancy_descending,300,300,2.0,3,ok,300,700,0.5721501737194032,6.833974360130146,empirical_macro_occupancy,6.956689859291716,-0.9314096168866968,-0.08670338813205714,233.6297200112262,0.22496932987891427,0.006430992828799553,0.8560313104424688,0.8560313104424688,0.0,0.6678713017631009,0.6678713017631009,0.0,0.6386880503907285,0.6386880503907285,0.0,0.48834024291806366,0.48834024291806366,0.0,0.43437957908923214,0.43437957908923214,0.0
Mus_musculus,occupancy_descending,275,275,2.0,3,ok,275,725,0.5383357795221357,6.73119317351229,empirical_macro_occupancy,6.8456001758606195,-1.0341908035045524,-0.10278118661785562,210.78057763598915,0.23076941017359143,0.010701323594327294,0.8527270551867097,0.8527270551867097,0.0,0.6617921591995087,0.6617921591995087,0.0,0.6279867267964012,0.6279867267964012,0.0,0.4825401626233865,0.4825401626233865,0.0,0.4265734398991685,0.4265734398991685,0.0
Mus_musculus,occupancy_descending,250,250,2.0,3,ok,250,750,0.5034447334034363,6.61311702282016,empirical_macro_occupancy,6.719852575313661,-1.1522669541966826,-0.11807615069213018,186.13869732136564,0.23377755361305996,0.006823880987354536,0.849499238448017,0.849499238448017,0.0,0.6549682782121542,0.6549682782121542,0.0,0.6263478922068784,0.6263478922068784,0.0,0.47953201918391797,0.47953201918391797,0.0,0.417177777439227,0.417177777439227,0.0
Mus_musculus,occupancy_descending,225,225,2.0,3,ok,225,775,0.4672735225303003,6.467007695572633,empirical_macro_occupancy,6.595962649492089,-1.2983762814442095,-0.1461093272475269,156.9700174037344,0.2373702455503483,0.009470478762119927,0.8472508879865275,0.8472508879865275,0.0,0.6454977994500343,0.6454977994500343,0.0,0.6239705220149039,0.6239705220149039,0.0,0.47593932724662963,0.47593932724662963,0.0,0.40956122041087045,0.40956122041087045,0.0
Mus_musculus,occupancy_descending,200,200,2.0,3,ok,200,800,0.4293796009473912,6.324863190126031,empirical_macro_occupancy,6.45342099219921,-1.4405207868908114,-0.14214450544660195,138.06142411284,0.2416462922290305,0.007407373028959108,0.8466501482258485,0.8466501482258485,0.0,0.6380904264210752,0.6380904264210752,0.0,0.6209401438867571,0.6209401438867571,0.0,0.47166328056794743,0.47166328056794743,0.0,0.397074506959211,0.397074506959211,0.0
Mus_musculus,occupancy_descending,175,175,2.0,3,ok,175,825,0.388995014402043,6.171785572163576,empirical_macro_occupancy,6.265788240837623,-1.5935984048532665,-0.15307761796245511,123.00431486578778,0.24744550551313388,0.007421679694204375,0.8438197884279569,0.8438197884279569,0.0,0.6306687467268708,0.6306687467268708,0.0,0.6184937037802913,0.6184937037802913,0.0,0.46586406728384405,0.46586406728384405,0.0,0.38778643165570353,0.38778643165570353,0.0
Mus_musculus,occupancy_descending,150,150,2.0,3,ok,150,850,0.34655311975307546,5.984251071251251,empirical_macro_occupancy,6.048816474607552,-1.7811329057655918,-0.18753450091232526,105.22100362967885,0.25550647922865516,0.00806097371552128,0.841714159250435,0.841714159250435,0.0,0.626843687663493,0.626843687663493,0.0,0.6148109429241878,0.6148109429241878,0.0,0.45780309356832277,0.45780309356832277,0.0,0.38024092583855695,0.38024092583855695,0.0
Mus_musculus,occupancy_descending,125,125,2.0,3,ok,125,875,0.3020736012580013,5.780612621715047,empirical_macro_occupancy,5.8277282757183055,-1.9847713553017954,-0.20363844953620358,88.51770280220909,0.27361166947289256,0.0181051902442374,0.8354941671499521,0.8354941671499521,0.0,0.6169085008261738,0.6169085008261738,0.0,0.5992405965210312,0.5992405965210312,0.0,0.43969790332408537,0.43969790332408537,0.0,0.369221522058817,0.369221522058817,0.0
Mus_musculus,occupancy_descending,100,100,2.0,3,ok,100,900,0.2548658889845659,5.493748413737756,empirical_macro_occupancy,5.529476547686596,-2.2716355632790863,-0.28686420797729095,67.70722319831765,0.2969215563159237,0.024854163490218406,0.8274034616838343,0.8274034616838343,0.0,0.5920543373359554,0.5920543373359554,0.0,0.5789698771605672,0.5789698771605672,0.0,0.4163880164810542,0.4163880164810542,0.0,0.3503035551288647,0.3503035551288647,0.0
Mus_musculus,occupancy_descending,75,75,2.0,3,ok,75,925,0.20485346154781747,5.124193456374489,empirical_macro_occupancy,5.176756562939013,-2.641190520642353,-0.3695549573632668,48.520163209793566,0.3230093080389371,0.027700768953230814,0.8136012566174385,0.8136012566174385,0.0,0.5762665226053957,0.5762665226053957,0.0,0.5512691082073364,0.5512691082073364,0.0,0.3903002647580408,0.3903002647580408,0.0,0.32175763452097134,0.32175763452097134,0.0
Mus_musculus,occupancy_descending,50,50,2.0,3,ok,50,950,0.15028520133555354,4.4755664063447815,empirical_macro_occupancy,4.561308194199572,-3.289817570672061,-0.6486270500297078,26.836985687568976,0.34744446756606073,0.028646401716943104,0.8011124399287677,0.8011124399287677,0.0,0.563597889511194,0.563597889511194,0.0,0.5226227064903933,0.5226227064903933,0.0,0.3658651052309172,0.3658651052309172,0.0,0.294475476633432,0.294475476633432,0.0
Mus_spretus,occupancy_descending,1000,1000,2.0,3,ok,1000,0,1.0,5.998566830124211,empirical_macro_occupancy,6.053602202544163,0.0,,176.52108406377522,0.0,,0.9062747857566417,0.9062747857566417,0.0,0.8101352833103561,0.8101352833103561,0.0,0.6929133877066418,0.6929133877066418,0.0,0.6815161390426006,0.6815161390426006,0.0,0.6428452960648773,0.6428452960648773,0.0
Mus_spretus,occupancy_descending,975,975,2.0,3,ok,975,25,0.9999984568244162,5.99857985451815,empirical_macro_occupancy,5.994213268710106,1.302439393846555e-05,1.302439393846555e-05,176.52105230151656,2.046288480883618e-07,2.046288480883618e-07,0.9062746203128226,0.9062746203128226,0.0,0.8101351480334229,0.8101351480334229,0.0,0.6929131830777937,0.6929131830777937,0.0,0.6815160863842821,0.6815160863842821,0.0,0.6428455301578815,0.6428455301578815,0.0
Mus_spretus,occupancy_descending,950,950,2.0,3,ok,950,50,0.9999550421513267,5.998850519670029,empirical_macro_occupancy,6.13702974924691,0.00028368954581736716,0.0002706651518789016,176.52088083372652,2.9118530155414213e-05,2.891390130732585e-05,0.9062725700157249,0.9062725700157249,0.0,0.8101334878889278,0.8101334878889278,0.0,0.6928842691764864,0.6928842691764864,0.0,0.6815083687283461,0.6815083687283461,0.0,0.6428415472992031,0.6428415472992031,0.0
Mus_spretus,occupancy_descending,925,925,2.0,3,ok,925,75,0.9998495918197703,5.999500984798043,empirical_macro_occupancy,6.258795377537411,0.000934154673831955,0.0006504651280145879,176.52121611429607,5.174689244447084e-05,2.2628362289056625e-05,0.9062644627901753,0.9062644627901753,0.0,0.8101274030342003,0.8101274030342003,0.0,0.6928616408141973,0.6928616408141973,0.0,0.6814880149805098,0.6814880149805098,0.0,0.6428334104607207,0.6428334104607207,0.0
Mus_spretus,occupancy_descending,900,900,2.0,3,ok,900,100,0.9996474358182987,6.000527259067914,empirical_macro_occupancy,6.358097442902033,0.001960428943702297,0.001026274269870342,176.51971747203459,7.740260820177092e-05,4.927854611103122e-05,0.9062448977541897,0.9062448977541897,0.0,0.8101156180535368,0.8101156180535368,0.0,0.6928387835528407,0.6928387835528407,0.0,0.6814387364343988,0.6814387364343988,0.0,0.6428058457169897,0.6428058457169897,0.0
Mus_spretus,occupancy_descending,875,875,2.0,3,ok,875,125,0.9993056738656837,6.002197514345867,empirical_macro_occupancy,6.446237282218112,0.003630684221655578,0.0016702552779532809,176.51720359920614,0.00011880998879942872,4.1407380597657806e-05,0.9062127418957733,0.9062127418957733,0.0,0.8100952116845781,0.8100952116845781,0.0,0.6927997874318492,0.6927997874318492,0.0,0.6813973290538011,0.6813973290538011,0.0,0.642778051755436,0.642778051755436,0.0
Mus_spretus,occupancy_descending,850,850,2.0,3,ok,850,150,0.9987505421690217,6.004622613447628,empirical_macro_occupancy,6.526338711374866,0.006055783323416719,0.002425099101761141,176.5155435276138,0.00025942870945461216,0.00014061872065518344,0.9061875838762676,0.9061875838762676,0.0,0.8100748099863166,0.8100748099863166,0.0,0.6927215836529923,0.6927215836529923,0.0,0.6812567103331459,0.6812567103331459,0.0,0.6426807917531425,0.6426807917531425,0.0
Mus_spretus,occupancy_descending,825,825,2.0,3,ok,825,175,0.9978834832476974,6.007665486430882,empirical_macro_occupancy,6.599499081411961,0.009098656306670172,0.003042872983253453,176.50398075476653,0.00042207182695463974,0.00016264311750002758,0.9061309556569361,0.9061309556569361,0.0,0.810038656264249,0.810038656264249,0.0,0.6926569032420675,0.6926569032420675,0.0,0.6810940672156459,0.6810940672156459,0.0,0.6425578717920083,0.6425578717920083,0.0
Mus_spretus,occupancy_descending,800,800,2.0,3,ok,800,200,0.9968109762169894,6.011181108432165,empirical_macro_occupancy,6.666787311722334,0.012614278307953697,0.003515622001283525,176.48927368802342,0.0005530085761576986,0.00013093674920305887,0.9061138030478043,0.9061138030478043,0.0,0.8100250076299775,0.8100250076299775,0.0,0.6926078456082706,0.6926078456082706,0.0,0.6809631304664429,0.6809631304664429,0.0,0.6424742666142272,0.6424742666142272,0.0
Mus_spretus,occupancy_descending,775,775,2.0,3,ok,775,225,0.9954557594193381,6.0151402652896415,empirical_macro_occupancy,6.734690158160616,0.016573435165430084,0.003959156857476387,176.4611803971166,0.0007680931644594713,0.00021508458830177268,0.9060795006596271,0.9060795006596271,0.0,0.8100037670899444,0.8100037670899444,0.0,0.692557996575671,0.692557996575671,0.0,0.6807480458781411,0.6807480458781411,0.0,0.6423456477738401,0.6423456477738401,0.0
Mus_spretus,occupancy_descending,750,750,2.0,3,ok,750,250,0.9937580605204658,6.019918908367909,empirical_macro_occupancy,6.783813838865164,0.021352078243698003,0.004778643078267919,176.42187709046289,0.0010899079205892725,0.00032181475612980126,0.9059809327876874,0.9059809327876874,0.0,0.8099304325351618,0.8099304325351618,0.0,0.6924578313711464,0.6924578313711464,0.0,0.6804262311220113,0.6804262311220113,0.0,0.6421163872926822,0.6421163872926822,0.0
Mus_spretus,occupancy_descending,725,725,2.0,3,ok,725,275,0.9915637677187421,6.024535390071103,empirical_macro_occupancy,6.833383363175162,0.02596855994689129,0.004616481703193287,176.3699404571845,0.0017760023958157678,0.0006860944752264952,0.9058513532944916,0.9058513532944916,0.0,0.8098351052503323,0.8098351052503323,0.0,0.6922830370743323,0.6922830370743323,0.0,0.6797401366467848,0.6797401366467848,0.0,0.641646915879564,0.641646915879564,0.0
Mus_spretus,occupancy_descending,700,700,2.0,3,ok,700,300,0.9888772019058013,6.029635274309166,empirical_macro_occupancy,6.8698336394740664,0.031068444184954913,0.005099884238063623,176.2936953742583,0.0021353686312484133,0.00035936623543264545,0.9057802786037773,0.9057802786037773,0.0,0.8097792026373614,0.8097792026373614,0.0,0.6922368603552793,0.6922368603552793,0.0,0.6793807704113521,0.6793807704113521,0.0,0.6413779628716898,0.6413779628716898,0.0
Mus_spretus,occupancy_descending,675,675,2.0,3,ok,675,325,0.9857781966985096,6.033417221808829,empirical_macro_occupancy,6.89438828835017,0.034850391684617676,0.0037819474996627633,176.1810255654587,0.002407173197812029,0.00027180456656361596,0.9057057976776416,0.9057057976776416,0.0,0.8097251234226494,0.8097251234226494,0.0,0.6921171277218343,0.6921171277218343,0.0,0.6791089658447885,0.6791089658447885,0.0,0.6411785592811515,0.6411785592811515,0.0
Mus_spretus,occupancy_descending,650,650,2.0,3,ok,650,350,0.982149162117385,6.037680194681449,empirical_macro_occupancy,6.92701633918198,0.03911336455723724,0.004262972872619564,176.06117810667274,0.0029893149741835323,0.0005821417763715031,0.9056744031478954,0.9056744031478954,0.0,0.8096920442466433,0.8096920442466433,0.0,0.6920199595967816,0.6920199595967816,0.0,0.678526824068417,0.678526824068417,0.0,0.6407593207600542,0.6407593207600542,0.0
Mus_spretus,occupancy_descending,625,625,2.0,3,ok,625,375,0.9778739484801572,6.041037614380029,empirical_macro_occupancy,6.94080728589069,0.042470784255817406,0.0033574196985801663,175.89520254119182,0.003920978899633276,0.0009316639254497439,0.9056330565027713,0.9056330565027713,0.0,0.809644371160005,0.809644371160005,0.0,0.6919036932732625,0.6919036932732625,0.0,0.6775951601429673,0.6775951601429673,0.0,0.6400720817377342,0.6400720817377342,0.0
Mus_spretus,occupancy_descending,600,600,2.0,3,ok,600,400,0.9730009086217837,6.042648119224459,empirical_macro_occupancy,6.9470063968324425,0.044081289100248,0.0016105048444305936,175.67728129127852,0.00450700380942648,0.0005860249097932035,0.9055148365804301,0.9055148365804301,0.0,0.809560068179298,0.809560068179298,0.0,0.6917076751007769,0.6917076751007769,0.0,0.6770091352331741,0.6770091352331741,0.0,0.6395627081410503,0.6395627081410503,0.0
Mus_spretus,occupancy_descending,575,575,2.0,3,ok,575,425,0.9674547355737774,6.044203467359056,empirical_macro_occupancy,6.953775810852855,0.04563663723484446,0.001555348134596457,175.38108759755298,0.005276568576909946,0.000769564767483466,0.9053613778264114,0.9053613778264114,0.0,0.8094322475336909,0.8094322475336909,0.0,0.6913508779376842,0.6913508779376842,0.0,0.6762395704656906,0.6762395704656906,0.0,0.6388412140186854,0.6388412140186854,0.0
Mus_spretus,occupancy_descending,550,550,2.0,3,ok,550,450,0.9611544640571773,6.044509530962687,empirical_macro_occupancy,6.946308858678292,0.0459427008384754,0.0003060636036309461,175.02079353139274,0.00660421661557653,0.0013276480386665845,0.9053088472903034,0.9053088472903034,0.0,0.8093645317917829,0.8093645317917829,0.0,0.6911700400945505,0.6911700400945505,0.0,0.674911922427024,0.674911922427024,0.0,0.6375602186416343,0.6375602186416343,0.0
Mus_spretus,occupancy_descending,525,525,2.0,3,ok,525,475,0.9537596695382078,6.041841510727497,empirical_macro_occupancy,6.93762106980931,0.04327468060328599,-0.0026680202351894167,174.5600993087367,0.007685796578568271,0.001081579962991741,0.9052399622776022,0.9052399622776022,0.0,0.809294867343336,0.809294867343336,0.0,0.6910665638729006,0.6910665638729006,0.0,0.6738303424640323,0.6738303424640323,0.0,0.6365703594337613,0.6365703594337613,0.0
Mus_spretus,occupancy_descending,500,500,2.0,3,ok,500,500,0.9451766298197488,6.035990945972919,empirical_macro_occupancy,6.9119001010058545,0.037424115848707196,-0.005850564754578791,173.96632531293176,0.008962530454452944,0.0012767338758846725,0.9051232091255568,0.9051232091255568,0.0,0.8091920753108152,0.8091920753108152,0.0,0.690983290525783,0.690983290525783,0.0,0.6725536085881476,0.6725536085881476,0.0,0.6348140694538648,0.6348140694538648,0.0
Mus_spretus,occupancy_descending,475,475,2.0,3,ok,475,525,0.9357542054621009,6.024393250611648,empirical_macro_occupancy,6.883355404892019,0.02582642048743633,-0.011597695361270866,173.04230550124564,0.010832616373637194,0.00187008591918425,0.904892368630309,0.904892368630309,0.0,0.8090056306659643,0.8090056306659643,0.0,0.6904825903460454,0.6904825903460454,0.0,0.6706835226689634,0.6706835226689634,0.0,0.6320733161731792,0.6320733161731792,0.0
Mus_spretus,occupancy_descending,450,450,2.0,3,ok,450,550,0.9248985825006358,6.0120585996346945,empirical_macro_occupancy,6.855040161025989,0.013491769510483032,-0.012334650976953299,171.85484260897422,0.012315166956089363,0.001482550582452169,0.9046359251526324,0.9046359251526324,0.0,0.80881375504871,0.80881375504871,0.0,0.6901209342154043,0.6901209342154043,0.0,0.6692009720865112,0.6692009720865112,0.0,0.6296465472112661,0.6296465472112661,0.0
Mus_spretus,occupancy_descending,425,425,2.0,3,ok,425,575,0.9129032729313834,5.9926325426830545,empirical_macro_occupancy,6.817155168260085,-0.005934287441156982,-0.019426056951640014,170.3457172164337,0.013156034342846179,0.0008408673867568162,0.9045382622709819,0.9045382622709819,0.0,0.8087389450447243,0.8087389450447243,0.0,0.6899820855903788,0.6899820855903788,0.0,0.6683601046997544,0.6683601046997544,0.0,0.6282041190072325,0.6282041190072325,0.0
Mus_spretus,occupancy_descending,400,400,2.0,3,ok,400,600,0.899460773299688,5.972500986043915,empirical_macro_occupancy,6.763956248346633,-0.02606584408029633,-0.020131556639139347,168.62899215549194,0.014762077183107292,0.0016060428402611127,0.9042474590569298,0.9042474590569298,0.0,0.8085096169110786,0.8085096169110786,0.0,0.6897646775013831,0.6897646775013831,0.0,0.6667540618594933,0.6667540618594933,0.0,0.6252580583820605,0.6252580583820605,0.0
Mus_spretus,occupancy_descending,375,375,2.0,3,ok,375,625,0.8848608919801783,5.942376276621814,empirical_macro_occupancy,6.707991873007139,-0.056190553502397655,-0.030124709422101326,165.85289873755156,0.016878787742328538,0.0021167105592212465,0.9036962014601548,0.9036962014601548,0.0,0.8081691584780948,0.8081691584780948,0.0,0.6896594221472439,0.6896594221472439,0.0,0.664637351300272,0.664637351300272,0.0,0.6203892573953437,0.6203892573953437,0.0
Mus_spretus,occupancy_descending,350,350,2.0,3,ok,350,650,0.8687202012794777,5.917791414045214,empirical_macro_occupancy,6.64902227709331,-0.08077541607899708,-0.02458486257659942,163.59947614332896,0.018356030019859082,0.0014772422775305438,0.9032898165292931,0.9032898165292931,0.0,0.80787949677132,0.80787949677132,0.0,0.6892715305474391,0.6892715305474391,0.0,0.6631601090227415,0.6631601090227415,0.0,0.6156730753101922,0.6156730753101922,0.0
Mus_spretus,occupancy_descending,325,325,2.0,3,ok,325,675,0.8508281091695905,5.887555742338522,empirical_macro_occupancy,6.565812680258095,-0.11101108778568936,-0.03023567170669228,160.93372160765898,0.020157000578381656,0.0018009705585225744,0.9028078269643496,0.9028078269643496,0.0,0.8073017645718026,0.8073017645718026,0.0,0.6890496227172138,0.6890496227172138,0.0,0.6613591384642189,0.6613591384642189,0.0,0.6073909342665194,0.6073909342665194,0.0
Mus_spretus,occupancy_descending,300,300,2.0,3,ok,300,700,0.831359200248225,5.854639693222011,empirical_macro_occupancy,6.487112889316454,-0.14392713690220038,-0.032916049116511026,158.02388311895064,0.021657876955972877,0.0015008763775912204,0.902195664126956,0.902195664126956,0.0,0.8068927592342515,0.8068927592342515,0.0,0.6887552375136486,0.6887552375136486,0.0,0.6598582620866277,0.6598582620866277,0.0,0.6022507106489404,0.6022507106489404,0.0
Mus_spretus,occupancy_descending,275,275,2.0,3,ok,275,725,0.8103978347806263,5.8077173433044305,empirical_macro_occupancy,6.391003506003966,-0.19084948681978098,-0.0469223499175806,154.19302528863753,0.022783534279905093,0.0011256573239322165,0.901703892337571,0.901703892337571,0.0,0.8065864547379689,0.8065864547379689,0.0,0.6884309221460941,0.6884309221460941,0.0,0.6587326047626955,0.6587326047626955,0.0,0.5958148112394279,0.5958148112394279,0.0
Mus_spretus,occupancy_descending,250,250,2.0,3,ok,250,750,0.7877449431164905,5.752030505870886,empirical_macro_occupancy,6.273314656800721,-0.2465363242533254,-0.05568683743354441,149.42319568702246,0.02439968787222091,0.0016161535923158166,0.9005672003365843,0.9005672003365843,0.0,0.8058342203099034,0.8058342203099034,0.0,0.6875752304014165,0.6875752304014165,0.0,0.6571164511703796,0.6571164511703796,0.0,0.5876441953051434,0.5876441953051434,0.0
Mus_spretus,occupancy_descending,225,225,2.0,3,ok,225,775,0.7629234782436933,5.6757078318109375,empirical_macro_occupancy,6.140761073273004,-0.3228589983132739,-0.07632267405994853,142.57934447055885,0.025254552410101105,0.0008810913224039929,0.8998744237568888,0.8998744237568888,0.0,0.805459090771616,0.805459090771616,0.0,0.6866941390790126,0.6866941390790126,0.0,0.6562615866324994,0.6562615866324994,0.0,0.5847964902258165,0.5847964902258165,0.0
Mus_spretus,occupancy_descending,200,200,2.0,3,ok,200,800,0.7351570170868631,5.585452293419565,empirical_macro_occupancy,6.007496276049799,-0.41311453670464626,-0.09025553839137235,134.27880386398013,0.028157044061091208,0.002902491650990102,0.8984380168619515,0.8984380168619515,0.0,0.8044271611498292,0.8044271611498292,0.0,0.685810519111523,0.685810519111523,0.0,0.6533590949815093,0.6533590949815093,0.0,0.566975563211403,0.566975563211403,0.0
Mus_spretus,occupancy_descending,175,175,2.0,3,ok,175,825,0.7046753899296065,5.461888710956297,empirical_macro_occupancy,5.836071525861856,-0.5366781191679149,-0.1235635824632686,121.83866858895863,0.031045096444587972,0.002888052383496764,0.8964605245338485,0.8964605245338485,0.0,0.8031447379075858,0.8031447379075858,0.0,0.6848160772602099,0.6848160772602099,0.0,0.6504710425980126,0.6504710425980126,0.0,0.553151961992138,0.553151961992138,0.0
