species,aligned_arm,moseq_cluster,soft_frames
Peromyscus_leucopus,2,11,223.8587904535401
Peromyscus_leucopus,2,12,272.34446447842447
Peromyscus_leucopus,2,13,256.85869800538956
Peromyscus_leucopus,2,14,2476.086792166872
Peromyscus_leucopus,2,15,248.57267163463607
Peromyscus_leucopus,2,16,1190.6227568758832
Peromyscus_leucopus,2,17,1051.2098948744956
Peromyscus_leucopus,2,18,549.9656981920149
Peromyscus_leucopus,2,19,72.65304030909097
Peromyscus_leucopus,2,20,173.03548012699449
Peromyscus_leucopus,2,21,386.0395293901185
Peromyscus_leucopus,2,22,765.2591140360172
Peromyscus_leucopus,2,23,7195.710539806013
Peromyscus_leucopus,2,24,171.32441968711802
Peromyscus_leucopus,2,25,85.25670766915593
Peromyscus_leucopus,2,26,122642.56764587609
Peromyscus_leucopus,2,27,1334.8636532740466
Peromyscus_leucopus,2,28,214.8689040380125
Peromyscus_leucopus,2,29,131.71063956445568
Peromyscus_leucopus,2,30,79.68906079327252
Peromyscus_leucopus,2,31,6507.69908469874
Peromyscus_leucopus,2,32,30.54568982805322
Peromyscus_leucopus,2,33,99.59664681229216
Peromyscus_leucopus,2,34,42.701663985733056
Peromyscus_leucopus,2,35,47344.092276557734
Peromyscus_leucopus,2,36,8432.690075442995
Peromyscus_leucopus,2,37,7652.253354588898
Peromyscus_leucopus,2,38,2643.2886947372804
Peromyscus_leucopus,2,39,53.440107521361845
Peromyscus_leucopus,2,40,5692.363208541022
Peromyscus_leucopus,2,41,180.07851609683675
Peromyscus_leucopus,2,42,6798.9467442200985
Peromyscus_leucopus,2,43,1.3296122915808193
Peromyscus_leucopus,2,44,2042.4851929456422
Peromyscus_leucopus,2,45,289.2541424348482
Peromyscus_leucopus,2,46,1021.6496913563719
Peromyscus_leucopus,2,47,1314.61444267046
Peromyscus_leucopus,2,48,1364.3544699051652
Peromyscus_leucopus,2,49,53.74163253818482
Peromyscus_leucopus,2,83,0.28001938837482304
Peromyscus_maniculatus,1,0,1207009.4047858913
Peromyscus_maniculatus,1,1,790194.1816981585
Peromyscus_maniculatus,1,2,1017762.5564568135
Peromyscus_maniculatus,1,3,703553.7618719334
Peromyscus_maniculatus,1,4,792482.870857555
Peromyscus_maniculatus,1,5,619860.8197179349
Peromyscus_maniculatus,1,6,689320.3817532202
Peromyscus_maniculatus,1,7,914567.0242289954
Peromyscus_maniculatus,1,8,759279.7594349803
Peromyscus_maniculatus,1,9,358115.6010885993
Peromyscus_maniculatus,1,10,747949.4598585935
Peromyscus_maniculatus,1,11,423378.85461752425
Peromyscus_maniculatus,1,12,485037.5246083501
Peromyscus_maniculatus,1,13,316076.1739424615
Peromyscus_maniculatus,1,14,788229.6442160124
Peromyscus_maniculatus,1,15,472022.4674654767
Peromyscus_maniculatus,1,16,1695873.5159078166
Peromyscus_maniculatus,1,17,1403838.317955165
Peromyscus_maniculatus,1,18,379936.8325602408
Peromyscus_maniculatus,1,19,613382.1019025644
Peromyscus_maniculatus,1,20,624379.7982503175
Peromyscus_maniculatus,1,21,364270.15228247346
Peromyscus_maniculatus,1,22,507024.2060006476
Peromyscus_maniculatus,1,23,794674.3058406294
Peromyscus_maniculatus,1,24,460762.6407787437
Peromyscus_maniculatus,1,25,375783.96567315975
Peromyscus_maniculatus,1,26,552474.5596915155
Peromyscus_maniculatus,1,27,808390.4855637279
Peromyscus_maniculatus,1,28,520659.18365418416
Peromyscus_maniculatus,1,29,423868.43191576935
Peromyscus_maniculatus,1,30,371022.340874346
Peromyscus_maniculatus,1,31,395327.14319275983
Peromyscus_maniculatus,1,32,147263.21821601546
Peromyscus_maniculatus,1,33,409053.4603129204
Peromyscus_maniculatus,1,34,65795.45869870235
Peromyscus_maniculatus,1,35,628665.5810395099
Peromyscus_maniculatus,1,36,578149.7031407824
Peromyscus_maniculatus,1,37,601297.0079766595
Peromyscus_maniculatus,1,38,198948.13931281565
Peromyscus_maniculatus,1,39,120336.57838387144
Peromyscus_maniculatus,1,40,381266.8977309474
Peromyscus_maniculatus,1,41,460358.3215885583
Peromyscus_maniculatus,1,42,254254.7239890596
Peromyscus_maniculatus,1,43,8679.898622942987
Peromyscus_maniculatus,1,44,112817.44046892964
Peromyscus_maniculatus,1,45,108309.2504092383
Peromyscus_maniculatus,1,46,105999.19588458708
Peromyscus_maniculatus,1,47,52299.49108869869
Peromyscus_maniculatus,1,48,44395.99121810407
Peromyscus_maniculatus,1,49,8596.980793094834
Peromyscus_maniculatus,1,50,9.761963415998988
Peromyscus_maniculatus,1,51,9.447997949976578
Peromyscus_maniculatus,1,52,331.2412957083356
Peromyscus_maniculatus,1,53,31.625641451546908
Peromyscus_maniculatus,1,54,19.962219459259977
Peromyscus_maniculatus,1,55,57.52162829376711
Peromyscus_maniculatus,1,56,3.614349402745181
Peromyscus_maniculatus,1,57,6.604157656025647
Peromyscus_maniculatus,1,60,64.35282878890293
Peromyscus_maniculatus,1,61,29.403142657072813
Peromyscus_maniculatus,1,62,91.85600251789387
Peromyscus_maniculatus,1,64,16.486572019841862
Peromyscus_maniculatus,1,65,26.687402655580517
Peromyscus_maniculatus,1,67,65.40798738504795
Peromyscus_maniculatus,1,68,21.686096416471084
Peromyscus_maniculatus,1,69,34.51802064309933
Peromyscus_maniculatus,1,72,47.238936273071026
Peromyscus_maniculatus,1,80,50.36347726252035
Peromyscus_maniculatus,1,81,47.402995119241275
Peromyscus_maniculatus,1,82,91.00438908457092
Peromyscus_maniculatus,1,85,43.359153824641325
Peromyscus_maniculatus,1,86,15.624385633342477
Peromyscus_maniculatus,1,87,32.23636816332744
Peromyscus_maniculatus,1,88,47.1049471712265
Peromyscus_maniculatus,1,89,1.8071747013725905
Peromyscus_maniculatus,1,90,5.764420431644214
Peromyscus_maniculatus,1,91,0.9754665545448945
Peromyscus_maniculatus,1,95,47.31319080780796
Peromyscus_maniculatus,2,0,40907.02704445981
Peromyscus_maniculatus,2,1,25892.79360308534
Peromyscus_maniculatus,2,2,45455.48995855163
Peromyscus_maniculatus,2,3,22042.144361440503
Peromyscus_maniculatus,2,4,25203.681595869835
Peromyscus_maniculatus,2,5,12839.191742337902
Peromyscus_maniculatus,2,6,22306.597850659382
Peromyscus_maniculatus,2,7,17795.890610458257
Peromyscus_maniculatus,2,8,10987.589332454203
Peromyscus_maniculatus,2,9,15361.492604029825
Peromyscus_maniculatus,2,10,13544.793111614239
Peromyscus_maniculatus,2,11,8702.228428200677
Peromyscus_maniculatus,2,12,8386.086223521546
Peromyscus_maniculatus,2,13,8712.75091397277
Peromyscus_maniculatus,2,14,63275.15253039033
Peromyscus_maniculatus,2,15,7936.568590610248
Peromyscus_maniculatus,2,16,33256.837221413705
Peromyscus_maniculatus,2,17,31571.596259763304
Peromyscus_maniculatus,2,18,11392.740323461103
Peromyscus_maniculatus,2,19,13618.442768048291
Peromyscus_maniculatus,2,20,13273.15609681458
Peromyscus_maniculatus,2,21,10146.260125849596
Peromyscus_maniculatus,2,22,11135.86417209865
Peromyscus_maniculatus,2,23,106899.80790472678
Peromyscus_maniculatus,2,24,10709.118737418574
Peromyscus_maniculatus,2,25,9481.374419437238
Peromyscus_maniculatus,2,26,177434.96318574462
Peromyscus_maniculatus,2,27,17132.86433031385
Peromyscus_maniculatus,2,28,14815.498421445644
Peromyscus_maniculatus,2,29,11832.935135613054
Peromyscus_maniculatus,2,30,9714.836313758251
Peromyscus_maniculatus,2,31,70745.61328257438
Peromyscus_maniculatus,2,32,3165.6378720860503
Peromyscus_maniculatus,2,33,12200.281146978608
Peromyscus_maniculatus,2,34,1718.0205385328782
Peromyscus_maniculatus,2,35,226910.88090644917
Peromyscus_maniculatus,2,36,119652.41659217229
Peromyscus_maniculatus,2,37,115669.16111639807
Peromyscus_maniculatus,2,38,3681.572636813782
Peromyscus_maniculatus,2,39,2781.432248480821
Peromyscus_maniculatus,2,40,74037.57275724609
Peromyscus_maniculatus,2,41,14193.913119177712
Peromyscus_maniculatus,2,42,48263.343596995546
Peromyscus_maniculatus,2,43,178.83457130490004
Peromyscus_maniculatus,2,44,22926.31747600918
Peromyscus_maniculatus,2,45,10029.040182495028
Peromyscus_maniculatus,2,46,22511.766904822955
Peromyscus_maniculatus,2,47,13450.296160253962
Peromyscus_maniculatus,2,48,10827.867036328347
Peromyscus_maniculatus,2,49,2250.5590204667565
Peromyscus_maniculatus,2,50,0.1827476455908558
Peromyscus_maniculatus,2,51,0.30437578533342785
Peromyscus_maniculatus,2,52,14.758704291664047
Peromyscus_maniculatus,2,53,0.6168620394992822
Peromyscus_maniculatus,2,54,0.6810228665267988
Peromyscus_maniculatus,2,55,1.9700330712011245
Peromyscus_maniculatus,2,56,0.3856505972548188
Peromyscus_maniculatus,2,57,0.19604823526514023
Peromyscus_maniculatus,2,60,2.1546426234196225
Peromyscus_maniculatus,2,61,0.5683153273972901
Peromyscus_maniculatus,2,62,1.1494348863315147
Peromyscus_maniculatus,2,64,0.5134279801581355
Peromyscus_maniculatus,2,65,0.3125973444194972
Peromyscus_maniculatus,2,67,2.5920126149520684
Peromyscus_maniculatus,2,68,2.313903583528913
Peromyscus_maniculatus,2,69,0.48197935690066646
Peromyscus_maniculatus,2,72,0.761063726929
Peromyscus_maniculatus,2,80,0.6365227374796062
Peromyscus_maniculatus,2,81,3.597004880758669
Peromyscus_maniculatus,2,82,8.995610915429175
Peromyscus_maniculatus,2,85,0.640846175358715
Peromyscus_maniculatus,2,86,0.37561436665751835
Peromyscus_maniculatus,2,87,0.7636318366725514
Peromyscus_maniculatus,2,88,4.895052828773501
Peromyscus_maniculatus,2,89,0.1928252986274094
Peromyscus_maniculatus,2,90,0.22175733375324666
Peromyscus_maniculatus,2,91,0.024533445455105506
Peromyscus_maniculatus,2,95,0.6868091921920062
Peromyscus_polionotus,1,0,289114.50852992863
Peromyscus_polionotus,1,1,273642.384819784
Peromyscus_polionotus,1,2,220917.63695273336
Peromyscus_polionotus,1,3,112407.26074364953
Peromyscus_polionotus,1,4,208961.69975421924
Peromyscus_polionotus,1,5,192542.959534179
Peromyscus_polionotus,1,6,183552.37223690524
Peromyscus_polionotus,1,7,125132.37781827185
Peromyscus_polionotus,1,8,176480.00538327178
Peromyscus_polionotus,1,9,136656.23922344318
Peromyscus_polionotus,1,10,72580.62751102663
Peromyscus_polionotus,1,11,129920.23795732911
Peromyscus_polionotus,1,12,92252.68248703955
Peromyscus_polionotus,1,13,143683.29020644914
Peromyscus_polionotus,1,14,426715.9435438167
Peromyscus_polionotus,1,15,112108.83444555796
Peromyscus_polionotus,1,16,223118.56208438243
Peromyscus_polionotus,1,17,189468.9567800576
Peromyscus_polionotus,1,18,142551.13247395118
Peromyscus_polionotus,1,19,109289.93612132953
Peromyscus_polionotus,1,20,111155.92476988475
Peromyscus_polionotus,1,21,115390.00738067758
Peromyscus_polionotus,1,22,230244.88627282486
Peromyscus_polionotus,1,23,237507.42890752334
Peromyscus_polionotus,1,24,82989.32096385938
Peromyscus_polionotus,1,25,64112.35236662338
Peromyscus_polionotus,1,26,83075.4183850175
Peromyscus_polionotus,1,27,31442.57862321933
Peromyscus_polionotus,1,28,183332.6894123453
Peromyscus_polionotus,1,29,208419.05623592268
Peromyscus_polionotus,1,30,91469.14195475621
Peromyscus_polionotus,1,31,92099.67824572744
Peromyscus_polionotus,1,32,114087.13860496304
Peromyscus_polionotus,1,33,47659.73827722252
Peromyscus_polionotus,1,34,30597.345343207715
Peromyscus_polionotus,1,35,81943.06204211686
Peromyscus_polionotus,1,36,85429.74179767378
Peromyscus_polionotus,1,37,73553.57184354964
Peromyscus_polionotus,1,38,135447.51789589325
Peromyscus_polionotus,1,39,40234.903620596786
Peromyscus_polionotus,1,40,72540.91140690629
Peromyscus_polionotus,1,41,72592.47647700596
Peromyscus_polionotus,1,42,62863.82574919433
Peromyscus_polionotus,1,43,1808.2688439137578
Peromyscus_polionotus,1,44,20169.242983539265
Peromyscus_polionotus,1,45,28339.768442075012
Peromyscus_polionotus,1,46,30829.27908558213
Peromyscus_polionotus,1,47,23897.88808498169
Peromyscus_polionotus,1,48,24129.744364474325
Peromyscus_polionotus,1,49,1944.8419295843569
Peromyscus_polionotus,1,51,2.4648881553947497
Peromyscus_polionotus,1,52,28.735714573018726
Peromyscus_polionotus,1,54,3.0668579720028153
Peromyscus_polionotus,1,58,29.079578390162617
Peromyscus_polionotus,1,65,18.04864299486789
Peromyscus_polionotus,1,66,24.399690442681692
Peromyscus_polionotus,1,74,70.97288942233061
Peromyscus_polionotus,1,80,41.86083553736449
Peromyscus_polionotus,1,82,6.925219076264413
Peromyscus_polionotus,2,0,53745.93808653949
Peromyscus_polionotus,2,1,49127.2465431581
Peromyscus_polionotus,2,2,51017.10873180381
Peromyscus_polionotus,2,3,18539.422895972162
Peromyscus_polionotus,2,4,36938.90657032734
Peromyscus_polionotus,2,5,25662.02672857547
Peromyscus_polionotus,2,6,31528.730892811513
Peromyscus_polionotus,2,7,11990.714322199843
Peromyscus_polionotus,2,8,16566.954979975526
Peromyscus_polionotus,2,9,31658.973695947494
Peromyscus_polionotus,2,10,6633.443488071857
Peromyscus_polionotus,2,11,15276.488518893464
Peromyscus_polionotus,2,12,9172.666321254817
Peromyscus_polionotus,2,13,21605.46807356892
Peromyscus_polionotus,2,14,157978.76463649713
Peromyscus_polionotus,2,15,12431.732005606684
Peromyscus_polionotus,2,16,26112.53929147863
Peromyscus_polionotus,2,17,28919.049178314246
Peromyscus_polionotus,2,18,29567.97366352875
Peromyscus_polionotus,2,19,14319.71825331418
Peromyscus_polionotus,2,20,11256.885435404123
Peromyscus_polionotus,2,21,20339.535936075128
Peromyscus_polionotus,2,22,33843.40883780176
Peromyscus_polionotus,2,23,83370.79231070106
Peromyscus_polionotus,2,24,9482.477465659807
Peromyscus_polionotus,2,25,6874.712367392747
Peromyscus_polionotus,2,26,34082.819059679496
Peromyscus_polionotus,2,27,3370.069518761593
Peromyscus_polionotus,2,28,30715.595622162793
Peromyscus_polionotus,2,29,31658.455168960878
Peromyscus_polionotus,2,30,10431.396320274724
Peromyscus_polionotus,2,31,95813.10732047773
Peromyscus_polionotus,2,32,13359.349704151582
Peromyscus_polionotus,2,33,7686.784728942742
Peromyscus_polionotus,2,34,3930.0780991687825
Peromyscus_polionotus,2,35,104635.09722090673
Peromyscus_polionotus,2,36,102244.28872641339
Peromyscus_polionotus,2,37,89231.83318831779
Peromyscus_polionotus,2,38,19767.63364518474
Peromyscus_polionotus,2,39,5070.453811188498
Peromyscus_polionotus,2,40,78667.62813201045
Peromyscus_polionotus,2,41,16725.659266820785
Peromyscus_polionotus,2,42,104591.8354915261
Peromyscus_polionotus,2,43,202.38815182210334
Peromyscus_polionotus,2,44,28896.895311927234
Peromyscus_polionotus,2,45,13216.700781496911
Peromyscus_polionotus,2,46,55526.79203443714
Peromyscus_polionotus,2,47,46112.349226547805
Peromyscus_polionotus,2,48,46902.59845010706
Peromyscus_polionotus,2,49,3447.5856721676078
Peromyscus_polionotus,2,51,0.7504087958642016
Peromyscus_polionotus,2,52,7.856503504744781
Peromyscus_polionotus,2,54,0.7646510974831818
Peromyscus_polionotus,2,58,4.993195657637111
Peromyscus_polionotus,2,65,2.6033667343250406
Peromyscus_polionotus,2,66,0.818670732284145
Peromyscus_polionotus,2,74,40.506619536007605
Peromyscus_polionotus,2,80,7.588190845417787
Peromyscus_polionotus,2,82,5.074780923735588
