species,aligned_arm,moseq_cluster,soft_frames
Peromyscus_gossypinus,1,30,27198.530184530602
Peromyscus_gossypinus,1,31,33583.999248974564
Peromyscus_gossypinus,1,32,8267.934635971747
Peromyscus_gossypinus,1,33,37457.69085085435
Peromyscus_gossypinus,1,34,25811.419788928357
Peromyscus_gossypinus,1,35,87091.34396851082
Peromyscus_gossypinus,1,36,67747.66706173825
Peromyscus_gossypinus,1,37,60354.871644491206
Peromyscus_gossypinus,1,38,188546.63127948175
Peromyscus_gossypinus,1,39,58390.96563548703
Peromyscus_gossypinus,1,40,32081.749243051607
Peromyscus_gossypinus,1,41,34646.78564207348
Peromyscus_gossypinus,1,42,50803.96756827163
Peromyscus_gossypinus,1,43,1105.3548614730323
Peromyscus_gossypinus,1,44,17041.9902083973
Peromyscus_gossypinus,1,45,30316.164368471065
Peromyscus_gossypinus,1,46,15130.220645547277
Peromyscus_gossypinus,1,47,3994.5763533327126
Peromyscus_gossypinus,1,48,4998.546143171566
Peromyscus_gossypinus,1,49,326.89772043480696
Peromyscus_gossypinus,1,50,21094.6541675006
Peromyscus_gossypinus,1,70,70.36297869452994
Peromyscus_gossypinus,1,73,89.43296059706299
Peromyscus_gossypinus,1,78,19.30767687139032
Peromyscus_gossypinus,1,84,57.17087387261893
Peromyscus_gossypinus,1,92,98.27451692308864
Peromyscus_gossypinus,1,94,111.81501810716615
Peromyscus_gossypinus,2,0,18619.887928721866
Peromyscus_gossypinus,2,1,12508.832916456888
Peromyscus_gossypinus,2,2,23420.30702595515
Peromyscus_gossypinus,2,3,16550.488514861743
Peromyscus_gossypinus,2,4,4563.124708262867
Peromyscus_gossypinus,2,5,2562.413684726145
Peromyscus_gossypinus,2,6,4277.030184851005
Peromyscus_gossypinus,2,7,6909.768141362471
Peromyscus_gossypinus,2,8,3307.9297931601377
Peromyscus_gossypinus,2,9,10235.230240146097
Peromyscus_gossypinus,2,10,6081.542030920581
Peromyscus_gossypinus,2,11,2714.834650459155
Peromyscus_gossypinus,2,12,2212.923763931767
Peromyscus_gossypinus,2,13,4098.1872653515065
Peromyscus_gossypinus,2,14,7243.413813624984
Peromyscus_gossypinus,2,15,2307.8482908382634
