global_id,species,source_individual_id,component,mean,std,variance,q01,q99
Mus_musculus__subject__40268.0,Mus_musculus,40268.0,73,0.0001295286201639101,0.001456242287531495,2.1206415112828836e-06,-0.0032354424428194762,0.003524446077644826
Mus_musculus__subject__40268.0,Mus_musculus,40268.0,74,-0.00011126908793812618,0.0015002110740169883,2.2506333152705338e-06,-0.0037191229406744243,0.003407690115273006
Mus_musculus__subject__40268.0,Mus_musculus,40268.0,75,6.337888771668077e-05,0.0015121744945645332,2.2866718154546106e-06,-0.0036136174481362104,0.003563854778185487
Mus_musculus__subject__40268.0,Mus_musculus,40268.0,76,-2.1337113139452413e-05,0.001369737321510911,1.8761802493827417e-06,-0.0033940920978784562,0.0031966144591569928
Mus_musculus__subject__40268.0,Mus_musculus,40268.0,77,1.4386609109351411e-05,0.0013357620919123292,1.7842603483586572e-06,-0.0031337766721844674,0.003259816784411675
Mus_musculus__subject__40268.0,Mus_musculus,40268.0,78,8.020129462238401e-05,0.0014612957602366805,2.1353853298933245e-06,-0.0034020665101706983,0.0035072259232401862
Mus_musculus__subject__40268.0,Mus_musculus,40268.0,79,3.527745502651669e-05,0.0013998766662552953,1.959654582606163e-06,-0.0033583835326135157,0.003322026124224068
Mus_musculus__subject__40268.0,Mus_musculus,40268.0,80,3.699231456266716e-05,0.0012983112828806043,1.685612232904532e-06,-0.0032111913710832596,0.003307919828221202
Mus_musculus__subject__40268.0,Mus_musculus,40268.0,81,-2.658135781530291e-05,0.0012551340041682124,1.5753612387925386e-06,-0.0030136126931756737,0.0029601835086941744
Mus_musculus__subject__40268.0,Mus_musculus,40268.0,82,-6.897718412801623e-05,0.001274920185096562,1.6254215324806864e-06,-0.003185186544433236,0.0029572873190045466
Mus_musculus__subject__40268.0,Mus_musculus,40268.0,83,2.6315692593925633e-05,0.001272604102268815,1.6195212992897723e-06,-0.003024798687547445,0.0030443523172289187
Mus_musculus__subject__40268.0,Mus_musculus,40268.0,84,1.5941910533001646e-05,0.0012828874168917537,1.6458001255159616e-06,-0.002978326054289937,0.003104273118078714
