view,species,parent_arm,parent_arm_space,n_sub_basins,status,selection_method,n_parent_macroclusters,parent_chi_min,sub_gpcca_crispness,sub_gpcca_regularization,counts_source,sub_lambda_2_abs,sub_lambda_2_real,sub_lambda_2_imag,sub_lambda_3_abs,sub_lambda_3_real,sub_lambda_3_imag,sub_lambda_4_abs,sub_lambda_4_real,sub_lambda_4_imag,sub_lambda_5_abs,sub_lambda_5_real,sub_lambda_5_imag,sub_lambda_6_abs,sub_lambda_6_real,sub_lambda_6_imag,submode_1_pi_mass,submode_2_pi_mass
with_low_occupancy_cutoff,Mus_caroli,1,aligned,2,ok,chi_threshold,594,0.5,0.6236870330642381,0.0,"within-parent counts reconstructed from saved macro_occupancy[:, None] * transfer_operator_macro",0.6791782520760374,0.6791782520760374,0.0,0.5156204891937505,0.5156204891937505,0.0,0.36373413469375737,0.36373413469375737,0.0,0.3217830652535524,0.3217830652535524,0.0,0.2680922048983865,0.2680922048983865,0.0,0.5019229976734647,0.4980770023265356
with_low_occupancy_cutoff,Mus_musculus,1,aligned,2,ok,chi_threshold,851,0.5,0.5734130639910697,0.0,"within-parent counts reconstructed from saved macro_occupancy[:, None] * transfer_operator_macro",0.7648411597429596,0.7648411597429596,0.0,0.703887341689734,0.703887341689734,0.0,0.6496818997466773,0.6496818997466773,0.0,0.5642670256439067,0.5642670256439067,0.0,0.4767068438793334,0.4767068438793334,0.0,0.5987651514343855,0.4012348485656148
with_low_occupancy_cutoff,Mus_spretus,1,aligned,2,ok,chi_threshold,384,0.5,0.5552488911541325,0.0,"within-parent counts reconstructed from saved macro_occupancy[:, None] * transfer_operator_macro",0.708361389671753,0.708361389671753,0.0,0.6328801208722701,0.6328801208722701,0.0,0.507585822600164,0.507585822600164,0.0,0.4191782814084668,0.41904934642811154,0.010396002247420346,0.4191782814084668,0.41904934642811154,-0.010396002247420346,0.6642484670280246,0.33575153297197496
with_low_occupancy_cutoff,Peromyscus_californicus,1,aligned,2,ok,chi_threshold,889,0.5,0.5419058673589003,0.0,"within-parent counts reconstructed from saved macro_occupancy[:, None] * transfer_operator_macro",0.7100389399006994,0.7100389399006994,0.0,0.6136758141586822,0.6136758141586822,0.0,0.5688524578515001,0.5688524578515001,0.0,0.49522810286182956,0.49522810286182956,0.0,0.48566518969828215,0.48566518969828215,0.0,0.6962221453914915,0.3037778546085079
with_low_occupancy_cutoff,Peromyscus_gossypinus,1,aligned,2,ok,chi_threshold,966,0.5,0.6166414097079089,0.0,"within-parent counts reconstructed from saved macro_occupancy[:, None] * transfer_operator_macro",0.8512018516228258,0.8512018516228258,0.0,0.7093274598752606,0.7093274598752606,0.0,0.6628582045849309,0.6628582045849309,0.0,0.5708629146605753,0.5708629146605753,0.0,0.5304688973218733,0.5304688973218733,0.0,0.8198798637602787,0.18012013623972198
with_low_occupancy_cutoff,Peromyscus_leucopus,1,aligned,2,ok,chi_threshold,319,0.5,0.665327198734412,0.0,"within-parent counts reconstructed from saved macro_occupancy[:, None] * transfer_operator_macro",0.842343212030807,0.842343212030807,0.0,0.6187193665700408,0.6187193665700408,0.0,0.5941950596576246,0.5941950596576246,0.0,0.46229127523332303,0.46229127523332303,0.0,0.4406339348636976,0.4406339348636976,0.0,0.8666879508840268,0.13331204911597322
with_low_occupancy_cutoff,Peromyscus_maniculatus,1,aligned,2,ok,chi_threshold,921,0.5,0.6218890757774089,0.0,"within-parent counts reconstructed from saved macro_occupancy[:, None] * transfer_operator_macro",0.8670244863888985,0.8670244863888985,0.0,0.681132821046762,0.681132821046762,0.0,0.5951892413318212,0.5951892413318212,0.0,0.5631863199657695,0.5631863199657695,0.0,0.5202688581557716,0.5202688581557716,0.0,0.870966735670234,0.12903326432976694
with_low_occupancy_cutoff,Peromyscus_polionotus,1,aligned,2,ok,chi_threshold,621,0.5,0.5915354277478302,0.0,"within-parent counts reconstructed from saved macro_occupancy[:, None] * transfer_operator_macro",0.7027240986285231,0.7027240986285231,0.0,0.5618262059603454,0.5618262059603454,0.0,0.48498794173540377,0.48498794173540377,0.0,0.4258941505415781,0.4258841960061241,0.002911882166161729,0.4258941505415781,0.4258841960061241,-0.002911882166161729,0.5762990712254751,0.42370092877452553
